kind,date,start_time,end_time,time_range,room,session_type,duration,title,description,speakers,speaker_jobs,speaker_orgs,url
conference,2026-01-28,15:00,15:25,15:00 – 15:25,Salle de conférences Paris,Table ronde,25 min,Construire un Learning Landscape engageant : les plateformes LMS / TMS comme leviers de transformation,"À travers ce regard croisé, quatre expert(e)s partagent leur démarche pour construire une expérience learning porteuse de sens et d’impact, en parfaite résonnance avec les besoins de leur audience. De ...",Maxime COGNACQ | Florent TEMBOURY | Hélène CLÉMENT | Cécile PARRY,Global Digital Learning Manager | Global Digital Learning Manager | Directrice Bpifrance Université | Innovative and Digital Learning Manager & Expert,Louis Vuitton | Groupe Eiffage | Bpifrance | KEDGE Business School,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/construire-un-learning-landscape-au-service-de-lengagement-regards-crois%C3%A9s-et-leviers-de-transformation
conference,2026-01-28,15:00,15:25,15:00 – 15:25,Salle de conférences Berlin,Étude de cas,25 min,L'IA Articulate 360 : créez et localisez vos modules e-learning en minutes - deux cas d'usage,"Produire un module e-learning de qualité demande du temps, et le localiser encore plus. Dans cette conférence, nous explorerons ce qui distingue réellement Articulate 360 AI des autres solutions : Une ...",Allison LAMOTTE,"Rédactrice en chef, Messaging Design",Articulate,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/lia-articulate-360-cr%C3%A9ez-et-localisez-vos-modules-e-learning-en-minutes-deux-cas-dusage
conference,2026-01-28,16:00,16:25,16:00 – 16:25,Salle de conférences Londres,Keynote (English),25 min,Global Sentiment Survey 2026: What future does L&D have in an AI world?,"AI hype has finally peaked – now things get real, and they may get nasty, too. In this session, Donald H Taylor will draw on his recent research to consider the future of L&D in a world reshaped by Ar ...",Donald H TAYLOR,Chair,Learning Technologies London,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/global-sentiment-survey-2026-what-future-does-ld-have-in-an-ai-world-1
conference,2026-01-28,16:00,16:25,16:00 – 16:25,Salle de conférences Paris,Étude de cas,25 min,Carrefour : déployer l’adoption de l’IA générative à l’échelle du Groupe,"Comment un groupe mondial comme Carrefour réussit-il à embarquer ses équipes autour de l’adoption de l’IA générative ? Lors de cette conférence, Romina Cavallucci, Directrice Formation et Development ...",Damien MICHEL | Romina CAVALLUCCI,Directeur du Développement | Directrice Formation et Development Groupe,MyConnecting | Carrefour,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/carrefour-d%C3%A9ployer-ladoption-de-lia-g%C3%A9n%C3%A9rative-%C3%A0-l%C3%A9chelle-du-groupe
conference,2026-01-28,16:00,16:25,16:00 – 16:25,Salle de conférences Las Vegas,Étude de cas,25 min,Découvrez comment nos clients transforment leurs formations présentielles en micro-learning avec L'IA,Découvrez comment nos clients centre de formations ajoute une dimension numérique à leur formation présentielle à travers la présentation de projets concrets en blended learning ou en 100% e-learning. ...,Antoine NGO,CEO,Sinfony,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/d%C3%A9couvrez-comment-nos-clients-transforment-leurs-formations-pr%C3%A9sentielles-en-micro-learning-avec-lia
conference,2026-01-28,16:00,16:25,16:00 – 16:25,Salle de conférences Berlin,,25 min,L'IA et création de contenu eLearning : levier pour un véritable ROI pour les entreprises,,,,,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/lia-et-cr%C3%A9ation-de-contenu-elearning-levier-pour-un-v%C3%A9ritable-roi-pour-les-entreprises
conference,2026-01-28,16:30,16:55,16:30 – 16:55,Salle de conférences Londres,Keynote (English),25 min,How to Use AI and New Technologies to Truly Improve Performance,"As AI continues to advance and new software products and technologies are released regularly, it’s critical for L&D departments to determine what technology to use and how to make the best use of it t ...",David GURALNICK,President and CEO,Kaleidoscope Learning,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/how-to-use-ai-and-new-technologies-to-truly-improve-performance
conference,2026-01-28,16:30,16:55,16:30 – 16:55,Salle de conférences Paris,Keynote,25 min,Prendre des décisions impactantes dans l'incertitude,"Dans cette keynote participative, nous verrons l’impact des décisions de votre organisation, en particulier dans un contexte d’incertitude : comment transformer l’incertitude en opportunité de gagner ...",Lorraine MARGHERITA,Collective dynamics Practice lead,Awair,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/prendre-des-d%C3%A9cisions-impactantes-dans-lincertitude
conference,2026-01-28,16:30,16:55,16:30 – 16:55,Salle de conférences Las Vegas,Atelier,25 min,Doper sa Learning Experience avec l’IA,Découvrez quelques techniques et outils surprenants pour développer l'expérience en formation professionnelle.,Romain RISSOAN,Gérant de Optédif formation – Consultant formateur expert en IA,Optédif formation,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/doper-sa-learning-experience-avec-lia
conference,2026-01-28,16:30,16:55,16:30 – 16:55,Salle de conférences Berlin,Étude de cas,25 min,L'IA éthique au cœur des formations : témoignage de l'Agence de la biomédecine et découverte des agents IA responsables,"Comment déployer l'intelligence artificielle dans la formation tout en respectant valeurs éthiques, sécurité et conformité ? Cette conférence apporte des réponses concrètes à travers deux regards comp ...",Brice GAILLARD | Marie-Charlotte LAIGO-PAÏTARD,Cofondateur et Directeur Général | Chargée de projet formation,Apolearn | Agence de la biomédecine,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/lia-%C3%A9thique-au-c%C5%93ur-des-formations-t%C3%A9moignage-de-lagence-de-la-biom%C3%A9decine-et-d%C3%A9couverte-des-agents-ia-responsables
conference,2026-01-28,17:00,17:25,17:00 – 17:25,Salle de conférences Paris,Keynote,25 min,Orchestrez la transformation organisationnelle people+AI,"La transformation organisationnelle people+AI marque une rupture historique : les organisations ne fonctionnent plus comme des structures hiérarchiques, mais comme des ensembles dynamiques où humains ...",Andrei VILLARROEL,Fondateur innoverse.ai,Professeur EPFL et MIT Sloan,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/orchestrez-la-transformation-organisationnelle-peopleai
conference,2026-01-28,17:00,17:25,17:00 – 17:25,Salle de conférences Las Vegas,Keynote,25 min,Laisser tomber la Gen Z pour ne pas la louper - du bon usage de 40 neuro expériences pour les captiver et mieux transmettre,"Et si enseigner, c’était avant tout comprendre comment le cerveau apprend ? Cette conférence immersive propose aux formateurs de vivre des neuro-expériences pour ressentir, plutôt que simplement compr ...",Stéphane GINOCCHIO,Enseignant Permanent en neurosciences appliquées,College de Paris,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/laisser-tomber-la-gen-z-pour-ne-pas-la-louper-du-bon-usage-de-40-neuro-exp%C3%A9riences-pour-les-captiver-et-mieux-transmettre
conference,2026-01-28,17:00,17:25,17:00 – 17:25,Salle de conférences Londres,Workshop (English),25 min,"No MAD’s Land - Smash the Bricks, Find Your Spark","“If we keep doing what we always did, we’ll get what we always got. That’s MADness.” A story for the ones who feel the system no longer fits. You wake up. You rush. You log in.You sit in a meeting abo ...",Guy OOMS,Founder,Sigmund,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/no-mads-land-smash-the-bricks-find-your-spark
conference,2026-01-28,17:00,17:25,17:00 – 17:25,Salle de conférences Berlin,Keynote,25 min,Comprendre et appliquer l’IA pour un organisme de formation,"L’intelligence artificielle est sur toutes les lèvres, mais où en sommes-nous réellement dans son adoption et son impact sur le secteur de la formation ? Lors de cette conférence, nos experts partager ...",Hadrien KULIK | Benoit FAVARD,Directeur et fondateur de Dendreo | Directeur marketing,Septeo | Septeo Education,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/comprendre-et-appliquer-lia-dans-la-cr%C3%A9ation-de-ressources-des-organismes-de-formation
conference,2026-01-28,17:30,17:55,17:30 – 17:55,Salle de conférences Berlin,Keynote,25 min,Les effets positifs et les risques cognitifs liés à l’usage massif de l’IA,"IA, réseaux sociaux… Nos cerveaux s’accoutument aux contenus éclairs et aux réponses instantanées : attention qui s’effrite, réflexes automatiques… et si l’IA devenait au contraire un amplificateur de ...",Lucie DHORNE,"Autrice, conférencière, formatrice & consultante",Creativ’ip,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/les-effets-positifs-et-les-risques-cognitifs-li%C3%A9s-%C3%A0-lusage-massif-de-lia
conference,2026-01-28,17:30,17:55,17:30 – 17:55,Salle de conférences Londres,Round table (English),25 min,Future of work and learning,,Achim LELLE | David KELLY | Donald H TAYLOR | Guy OOMS,"AI Strategist & Transformation Advisor | Learning & Technology Analyst, Keynote Speaker | Chair | Founder","Lakeside Analytics LTD, London | Industry Researcher | Learning Technologies London | Sigmund",https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/future-of-work-and-learning
conference,2026-01-28,17:30,17:55,17:30 – 17:55,Salle de conférences Paris,Table ronde,25 min,Questions essentielles pour Artificial Intelligence Action Summit Basel 2026,,Salime NASSUR | Nick HERNANDEZ,CEO | Président et Fondateur,Maars | 360Learning,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/questions-essentielles-pour-artificial-intelligence-action-summit-basel-2026
conference,2026-01-29,09:30,09:55,09:30 – 09:55,Salle de conférences Berlin,Keynote,25 min,L’avenir de L’intelligence Humaine,"Et si l’Intelligence Humaine, bien plus que l’Intelligence Artificielle, était le véritable enjeu de ce 21ème siècle ? À l’aube d’une transition sociétale majeure, cette conférence nous permet de mie ...",Delphine LE SERRE,Présidente,Fondation Canadienne EdHu2050,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/lavenir-de-lintelligence-humaine
conference,2026-01-29,09:30,09:55,09:30 – 09:55,Salle de conférences Londres,Keynote,25 min,"Et si l’IA révélait notre intelligence humaine ? Comprendre, trans-former, ne pas subir","Ce n’est plus une option. L’IA transforme déjà nos métiers, nos rôles, nos décisions. Rapidement. Brutalement. Mais si la vraie question n’était pas ""comment intégrer l’IA ?""… mais ""comment ne pas dev ...",Salime NASSUR,CEO,Maars,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/et-si-lia-r%C3%A9v%C3%A9lait-notre-intelligence-humaine-comprendre-trans-former-ne-pas-subir
conference,2026-01-29,09:30,09:55,09:30 – 09:55,Salle de conférences Paris,Keynote,25 min,Ce que la Silicon Valley sait déjà sur l’avenir de la formation que l’Europe doit comprendre,La Silicon Valley ne se contente plus d’innover technologiquement : elle redéfinit la manière dont les individus apprennent et se développent professionnellement. À travers l’exemple de Stanford Unive ...,Hoss ZAOUALI,CEO ConnectED-Labs,Conférencier à l’Université Stanford,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/ce-que-la-silicon-valley-sait-d%C3%A9j%C3%A0-sur-lavenir-de-la-formation-que-leurope-doit-comprendre
conference,2026-01-29,09:30,09:55,09:30 – 09:55,Salle de conférences Las Vegas,Table ronde,25 min,Ils ont réussi à lever en 2025,"Dans un contexte délicat pour l’ensemble des entreprises du numérique, certaines d’entre elles ont réussi de magnifique levées de fonds durant l’année 2025. En donnant la parole à celles et ceux qui l ...",Philippe RIVERON | Joachim LEBOVITS | Adeline PAUTRIZEL,Co-Founder & Chairman | CEO | Directrice de la Relation Clients,Edflex | PyxiScience | Didask,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/ils-ont-r%C3%A9ussi-%C3%A0-lever-en-2025
conference,2026-01-29,10:00,10:25,10:00 – 10:25,Salle de conférences Londres,Étude de cas,25 min,"IA, souveraineté, inclusion... les priorités changent : comment répondre aux usages sans se perdre dans la complexité technologique ?","Tour d’horizon très opérationnel des nouveaux enjeux qui bousculent les stratégies numériques : IA générative, souveraineté des données, inclusion des publics. À partir de cas concrets, nous verrons c ...",Nicolas CHALONS | Charles AIVAR | Anne-Laure DE CANDIDO | Anne BRUMEAUX,CEO | Directeur Adjoint | COO | EVP (Executive Vice President) Innovation & Solutions.,Autrice | TP Demain | Autrice | CXG,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/du-chantier-au-digital-comment-tp-demain-r%C3%A9volutionne-la-formation-aux-travaux-publics-avec-autrice
conference,2026-01-29,10:00,10:25,10:00 – 10:25,Salle de conférences Las Vegas,Table ronde,25 min,Investir dans la EdTech : une prise de risque pour un impact à long terme ?,"Dans la formation et l’éducation, les résultats ne se dévoilent pas (toujours) à court terme. Pourtant, la question de l’impact — social, pédagogique ou économique — devient centrale pour les investis ...",François BLOUVAC | Victor WACRENIER | Marie FERRI,"Responsable du pôle ESS, éducation, formation professionnelle et inclusion numérique | Managing Director (MD) | Investisseur",Banque des Territoires | Shamrock Capital Partners | Daphni,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/investir-dans-la-edtech-une-prise-de-risque-pour-un-impact-%C3%A0-long-terme-
conference,2026-01-29,10:00,10:25,10:00 – 10:25,Salle de conférences Berlin,Étude de cas,25 min,Dompter le Dragon de l’IA – Récit du projet “AI Buddy” pour un Agent L&D Responsable et Global au service des compétences,"Comment concevoir une IA qui développe les compétences sans trahir l’humain ? À travers le récit du projet AI Buddy, Cegos partage les coulisses d’un voyage d’innovation responsable : de l’expérimenta ...",Patricia SANTOS | Isabelle DROUET DE LA THIBAUDERIE,Directrice Solutions & Partenariats Groupe | Manager d’offre et d’expertise RH,Cegos | Cegos,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/apprendre-%C3%A9voluer-se-d%C3%A9passer-le-pari-coaching-du-ai-buddy
conference,2026-01-29,10:00,10:25,10:00 – 10:25,Salle de conférences Paris,Étude de cas,25 min,Animer des communautés d’experts à l’international : le pari réussi d’Inetum,"Former, engager et développer les compétences de plus de 25 000 collaborateurs dans un contexte international, c’est un défi stratégique. Pour le relever, Inetum s'appuie sur la puissance des communau ...",Emilie DUGROSPREZ | Ambre BARAKAT | Mathieu SABADIE,Head of Learning | Group Learning Specialist | Key Account Manager,Inetum | Inetum | 360Learning,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/animer-des-communaut%C3%A9s-dexperts-%C3%A0-linternational-le-pari-r%C3%A9ussi-dinetum
conference,2026-01-29,10:30,10:55,10:30 – 10:55,Salle de conférences Paris,Étude de cas,25 min,Comment transformer une plateforme LMS en véritable lieu de vie et d’engagement ? Témoignage de l’UNICEF France,"Comment transformer une plateforme de formation en véritable lieu de vie, où chaque public trouve des contenus clairs, utiles et engageants ? De nombreuses organisations font face à des défis similair ...",Raphaël BLASSEL DAMMAN | Lucas MULLIEZ,Chargé de formation et de sensibilisation | Learning Consultant & Account Executive,Unicef France | Rise Up,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/nom-dintervenant-tba
conference,2026-01-29,10:30,10:55,10:30 – 10:55,Salle de conférences Berlin,Table ronde,25 min,Du geste à la performance : la puissance du savoir-faire opérationnel,"Comment passer d’une approche déclarative des compétences à une dynamique réellement ancrée dans le terrain ?C’est la question que Renault, Safran et Saint-Gobain explorent à travers leurs retours d’e ...",Jean-Roch HOULLIER | Patrick BENAMMAR | Pierre AUTRET,"Head of Operations, Learning & Digital | Ex Learning & Development Director | People Development & Communication Director",Safran | Renault | Saint-Gobain,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/du-geste-%C3%A0-la-performance-la-puissance-du-savoir-faire-op%C3%A9rationnel
conference,2026-01-29,10:30,10:55,10:30 – 10:55,Salle de conférences Las Vegas,Table ronde,25 min,Comment convaincre un investisseur ? Les bonnes pratiques de levée en EdTech,Quoi de mieux que de donner la parole à celles et ceux qui sont en position de décider des investissements ? Avec la participation de plusieurs acteurs importants et originaux des Venture Capitals déd ...,Baudouin CORMAN | Sara REYNAUD | Beatrice CORAZZA | Julien SOLYJAN,CEO | CEO - Fondatrice | Transition & Part-Time CMO | Partner,Wooclap | My Moojoo Crowdfunding | iytro | 2CFinance,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/comment-convaincre-un-investisseur-les-bonnes-pratiques-de-lev%C3%A9e-en-edtech
conference,2026-01-29,10:30,10:55,10:30 – 10:55,Salle de conférences Londres,Keynote,25 min,La réalité de l'IA dans la formation : l'heure de l'intelligence pragmatique,"L'IA occupe une place croissante dans les discours sur la formation, mais ses usages réels restent parfois flous. Notre conférence fait le point sur la manière dont l’IA est aujourd’hui utilisée par l ...",Thomas DE PRAETERE,Fondateur,DOKEOS,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/la-r%C3%A9alit%C3%A9-de-lia-dans-la-formation-lheure-de-lintelligence-pragmatique
conference,2026-01-29,11:30,11:55,11:30 – 11:55,Salle de conférences Berlin,Keynote,25 min,La fin du catalogue de formation tel que vous le connaissez.,"Les catalogues de formation sont devenus aussi fournis qu’une bibliothèque Netflix.Mais dans un monde où les compétences évoluent chaque semaine, la formation ne peut plus se consommer comme une liste ...",Jérôme BOSIO,Directeur Général,XOS,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/la-fin-du-catalogue-de-formation-tel-que-vous-le-connaissez
conference,2026-01-29,11:30,11:55,11:30 – 11:55,Salle de conférences Las Vegas,Keynote,25 min,Les Femmes et l'Investissement - Focus en EdTech sur la base du baromètre du financement BCG SISTA Décembre 2025,"Entre intelligence artificielle et nouvelles approches pédagogiques, la EdTech se réinvente et ouvre des perspectives inédites pour l’éducation. Ce secteur, où les femmes fondatrices sont particulière ...",Alexia REISS,Déléguée Générale,SISTA,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/les-femmes-et-linvestissement-focus-en-edtech-sur-la-base-du-barom%C3%A8tre-du-financement-bcg-sista-d%C3%A9cembre-2025
conference,2026-01-29,11:30,11:55,11:30 – 11:55,Salle de conférences Paris,Étude de cas,25 min,Qu’est-ce qu’une bonne plateforme d’évaluation / d’examens ? Retour d'expérience de la Sorbonne,,Alban MOYEUX | Marc ALPÉROVITCH,Maître de conférences à l'Université Sorbonne Paris Nord | Président et Fondateur,Co-responsable du Master MQSE | Isograd,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/quest-ce-quune-bonne-plateforme-d%C3%A9valuation-/-dexamens-retour-dexp%C3%A9rience-de-la-sorbonne
conference,2026-01-29,11:30,11:55,11:30 – 11:55,Salle de conférences Londres,,25 min,Pédagogie augmentée par l’IA : retour d’expérience sur une méthode concrète avec l’IPAG Business School,Description L’IPAG Business School dévoile sa méthodologie de conception pédagogique intégrant une Intelligence Artificielle spécialisée pour transformer l’expérience d’apprentissage. Elle y partage é ...,Arezou NASSERI | Thomas Hervouet-Kasmi,Cheffe de projet Digital Learning | Directeur du CADE-DELC,IPAG Business School | IPAG Business School,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/scalabilit%C3%A9-engagement-comment-dixeo-red%C3%A9finit-l%C3%A9cosyst%C3%A8me-ld-en-alliant-performance-et-dynamique-dapprentissage
