kind,date,start_time,end_time,time_range,room,session_type,duration,title,description,speakers,speaker_jobs,speaker_orgs,url
conference,2026-01-29,12:00,12:25,12:00 – 12:25,Salle de conférences Londres,Keynote,25 min,La méthode ‘appreciative enquiry’ et comment manager avec l’IA,Intégrer l’intelligence artificielle en entreprise ne se résume pas à une question de technologie ou d’éthique : c’est avant tout un enjeu humain et culturel. Les transformations technologiques réveil ...,Linda MOLKI,Entrepreneure et auteure,Soror’Ama,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/la-m%C3%A9thode-appreciative-enquiry-et-comment-manager-avec-lia
conference,2026-01-29,12:00,12:25,12:00 – 12:25,Salle de conférences Las Vegas,Table ronde,25 min,Et si les grands groupes misaient davantage sur la formation Made In France ?,Pourquoi l’enjeu du Made in France dans les stratégies d’achat de formation et de valorisation de la filière edtech française est une nécessité en 2026 ? Comment cela va apporter des réponses robustes ...,Orianne LEDROIT | Arthur NÈGRE | Julie DROZ | Alexandre LECT,"Déléguée Générale | Directeur Relations Membre et Partenaires, CRO | Responsable Formation | Co-founder et CEO",EDTECH FRANCE | France Digitale | Bouygues Telecom | edtake,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/et-si-les-grands-groupes-misaient-davantage-sur-la-formation-made-in-france-
conference,2026-01-29,12:00,12:25,12:00 – 12:25,Salle de conférences Paris,Keynote,25 min,Réinventer la mise en pratique du feedback : l’expérience d’Alstom,"Comment faire passer le feedback du concept à l’action, à grande échelle ? Dans cette session, découvrez comment Alstom renforce la compétence Feedback de ses managers grâce à un parcours innovant int ...",Afia TAK | Juliette BOJANIC,Global Learning Innovation & Infrastructure Manager | Solutions Consultant Manager,Alstom | CrossKnowledge,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/r%C3%A9inventer-la-mise-en-pratique-du-feedback-lexp%C3%A9rience-dalstom
conference,2026-01-29,12:00,12:25,12:00 – 12:25,Salle de conférences Berlin,,25 min,Le futur du learning: feedback boosté par IA Role-Play - retour d'expérience Philip Morris International,,,,,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/le-futur-du-learning-feedback-boost%C3%A9-par-ia-role-play-retour-dexp%C3%A9rience-philip-morris-international
conference,2026-01-29,12:30,13:00,12:30 – 13:00,Salle de conférences Berlin,Keynote,30 min,Quand la formation rencontre le leadership : vers une dynamique apprenante durable,"Former sans outiller les managers, c'est ignorer la moitié de l'équation. Trop de dispositifs s'essoufflent faute d'un relais managérial capable d'ancrer les apprentissages dans la durée. Cette confér ...",Elian CHREBOR,Fondateur Associé,E-Tipi Learning,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/quand-la-formation-rencontre-le-leadership-vers-une-dynamique-apprenante-durable
conference,2026-01-29,12:30,13:00,12:30 – 13:00,Salle de conférences Londres,Atelier,30 min,Comment Qonto réinvente la formation avec l’IA,"Alors que l’IA transforme nos façons de travailler, Qonto en fait un moteur d’apprentissage. Dans cette session, Olivia Mella dévoile comment son équipe et Sana ont créé un écosystème de formation uni ...",Olivia MELLA | Cassandre BLANCHE-BARBAT,Lead Knowledge & Learning | People & Business Operations Manager,Qonto | Sana,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/comment-qonto-r%C3%A9invente-la-formation-avec-lia
conference,2026-01-29,12:30,13:00,12:30 – 13:00,Salle de conférences Las Vegas,Table ronde,30 min,Financer la croissance des EdTech B2B : entre incertitudes et opportunités,"Moins dépendantes des marchés publics, les edtech qui proposent des dispositifs de formation aux entreprises (corporate learning), doivent néanmoins composer avec un contexte économique instable : bud ...",Thibaut GUÉDOU | Ambroise BOISSONNET | Marie-Christine LEVET,Responsable sectoriel numérique | Director | Co-fondatrice,Bpifrance | Amala Partners | Educapital,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/financer-la-croissance-des-edtech-b2b-entre-incertitudes-et-opportunit%C3%A9s
conference,2026-01-29,12:30,13:00,12:30 – 13:00,Salle de conférences Paris,Étude de cas,30 min,Agir sur les compétences pour réussir la transformation : Témoignage du Groupe La Poste et apport du modèle 4B,"Robert Demory, Directeur du Développement Professionnel pour le Groupe la Poste viendra témoigner de la stratégie mise en place dans le groupe pour développer les compétences et rendre les collaborate ...",Anne LE HAMP | Olivier LAGRÉE | Robert DEMORY,Senior Account Manager | Talent Management Strategy Advisor | Directeur du Développement Professionnel et de l’Expérience Collaborateur,Cornerstone | Cornerstone | Groupe La Poste,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/agir-sur-les-comp%C3%A9tences-pour-r%C3%A9ussir-la-transformation-t%C3%A9moignage-du-groupe-la-poste-et-apport-du-mod%C3%A8le-4b
conference,2026-01-29,14:00,14:25,14:00 – 14:25,Salle de conférences Paris,Keynote,25 min,Learning Tech & IA : vers une expérience d’apprentissage plus intelligente et plus humaine,"Le LMS vit une nouvelle jeunesse.Avec l’arrivée de l’intelligence artificielle et l’intégration des outils de formation dans l’environnement de travail, la formation digitale entre dans une nouvelle è ...",Elodie PRIMO | Ben CLARKE,Fondatrice & CEO - MOS | Chief Innovation Officer,MindOnSite | Hemsley Fraser,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/le-lms-de-lavenir-vers-une-exp%C3%A9rience-dapprentissage-plus-intelligente-et-plus-humaine
conference,2026-01-29,14:00,14:25,14:00 – 14:25,Salle de conférences Las Vegas,Keynote,25 min,"Comment donner à chacun les moyens de prendre soin de lui, de développer son potentiel et de donner un sens à sa vie grâce à l’IA","L’intelligence artificielle peut devenir un formidable levier d’épanouissement humain. En croisant données scientifiques, psychologie, neurosciences et sciences du comportement, elle permet à chacun d ...",Patrick THILL,Co-founder,Generous.co,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/comment-donner-%C3%A0-chacun-les-moyens-de-prendre-soin-de-lui-de-d%C3%A9velopper-son-potentiel-et-de-donner-un-sens-%C3%A0-sa-vie-gr-ce-%C3%A0-lia
conference,2026-01-29,14:00,14:25,14:00 – 14:25,Salle de conférences Londres,Keynote,25 min,Du salaire au savoir : quand la formation devient le premier levier de rétention.,"Et si la meilleure façon de retenir les talents n’était plus de sortir le chéquier ? Dans un marché du travail en berne, où la mobilité baisse et la croissance faiblit, les RH n’ont plus le luxe de pe ...",Sidonie VIALA,CHRO,360Learning,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/du-salaire-au-savoir-quand-la-formation-devient-le-premier-levier-de-r%C3%A9tention
conference,2026-01-29,14:00,14:25,14:00 – 14:25,Salle de conférences Berlin,Étude de cas,25 min,Lever les freins du Digital Learning grâce aux Agents IA -retour d'expérience Ginger,Pourquoi tant de projets de digitalisation stagnent-ils malgré les intentions ? Deux obstacles persistent : le manque de ressources et la difficulté à engager durablement les apprenants et collaborate ...,Brice GAILLARD | Nina GOUREVITCH,Cofondateur et Directeur Général | Responsable Projets Pédagogie & Digital Learning,Apolearn | Ginger,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/lever-les-freins-du-digital-learning-gr-ce-aux-agents-ia-retour-dexp%C3%A9rience-ginger
conference,2026-01-29,14:30,14:55,14:30 – 14:55,Salle de conférences Las Vegas,Étude de cas,25 min,Les neurosciences cognitives au service des LMS,"Dans cette présentation, nous abordons comment les modèles et méthodes issus des neurosciences permettent d’optimiser, à grande échelle, les indicateurs clés d’apprentissage et de mieux répondre aux b ...",Milad EKRAMNIA,Président,EdCortex,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/les-neurosciences-cognitives-au-service-des-lms
conference,2026-01-29,14:30,14:55,14:30 – 14:55,Salle de conférences Londres,Étude de cas,25 min,"Découvrir les techniques multijoueur, en salle et en asynchrone, pour déployer la pairagogie","Laurent présentera les formats apportant tous les bénéfices de l'apprentissage à plusieurs (""social learning""), sans devoir concevoir de nouveaux contenus. Cette conférence abordera aussi comment le ...",Laurent AUNEAU,Président Fondateur,Ludicius,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/learning-success-manager-comment-d%C3%A9ployer-la-pairagogie
conference,2026-01-29,14:30,14:55,14:30 – 14:55,Salle de conférences Paris,Étude de cas,25 min,Réinventer l’expérience apprenant grâce aux agents conversationnels : le cas Groupama,"Et si vos collaborateurs devenaient les héros de leur propre formation ? Groupama l’a fait, en intégrant des roleplays personnalisés pour développer des compétences clés de manière vivante et engagean ...",Raphaël DROISSART | Déborah DI GENNARO,COO & co-fondateur | Responsable Formation,Edflex | Groupama,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/quand-les-agents-conversationnels-r%C3%A9volutionnent-la-formation-lexp%C3%A9rience-groupama
conference,2026-01-29,14:30,14:55,14:30 – 14:55,Salle de conférences Berlin,Étude de cas,25 min,Former au sein d’une organisation complexe avec un LMS adapté : Découvrez le retour gagnant d’une grande société d’assurance.,Comment une grande organisation comptant plusieurs directions et départements peut-elle former près de 17 500 agents avec un LMS parfaitement alignée sur sa structure interne ? Une grande société d’as ...,Gwen DENIEUL | Julien TESLER,Dirigeant | Dirigeant,Classilio | Classilio,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/former-au-sein-dune-organisation-complexe-avec-un-lms-adapt%C3%A9-d%C3%A9couvrez-le-retour-gagnant-dune-grande-soci%C3%A9t%C3%A9-dassurance
conference,2026-01-29,15:00,15:25,15:00 – 15:25,Salle de conférences Londres,Étude de cas,25 min,Innover pour engager les équipes dans votre culture de développement durable chez Total Énergies,Altissima et TotalEnergies ont créé un parcours e-learning innovant et mobil-first pour embarquer l’ensemble de la population de la Compagnie à promouvoir et à intégrer des attitudes collectives prior ...,Bérengère LANGLOIS | Mathilde FOURQUET,Directrice Pôle Formation | Learning Manager,Altissima | TotalEnergies,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/totalenergies-comment-innover-pour-engager-les-%C3%A9quipes-dans-votre-cuture-de-d%C3%A9veloppement-durable
conference,2026-01-29,15:00,15:25,15:00 – 15:25,Salle de conférences Las Vegas,Étude de cas,25 min,Le management par la compétence à l’ère de l’IA,"Le mythe de la “preuve parfaite” par le ROI “pur” est encore trop présent : Promettre une causalité nette, c’est souvent décevoir. Le vrai levier réside dans un design des formations mesurable. Les pr ...",Hela ATMANI,CEO & Co-fondatrice,Palm (Palmhr.ai),https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/le-management-par-la-comp%C3%A9tence-%C3%A0-l%C3%A8re-de-lia
conference,2026-01-29,15:00,15:25,15:00 – 15:25,Salle de conférences Paris,Étude de cas,25 min,Micro-certification : la brique digitale qui propulse votre stratégie compétences,,Jérôme BRUET,CEO,Procertif,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/micro-certification-la-brique-digitale-qui-propulse-votre-strat%C3%A9gie-comp%C3%A9tences
conference,2026-01-29,15:00,15:25,15:00 – 15:25,Salle de conférences Berlin,Étude de cas,25 min,Avatarisez vos VP avec BlendGen pour doubler l’engagement de vos apprenants - retour d'expérience de Lagardère Travel Retail,Découvrez comment Lagardère Travel Retail a utilisé BlendGen dans sa formation aux achats responsables pour avatariser leur VP. Résultats : un message incarné de la direction dans chaque langue locale ...,Gaëlle ORTEGA | Nathalie PINEAU,Responsible Offer Project Manager (XBL) | Ingénieure Pédagogique – Chargée de projet,Lagardère Travel Retail | Kwark,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/avatarisez-vos-vp-avec-blendgen-pour-doubler-lengagement-de-vos-apprenants-retour-dexp%C3%A9rience-de-lagard%C3%A8re-travel-retail
conference,2026-01-29,15:30,15:55,15:30 – 15:55,Salle de conférences Londres,Étude de cas,25 min,Du script au box-office : comment UGC fait vivre sa culture apprenante,"Silence, on apprend ! Et si le développement des compétences se racontait comme un film à succès ? Dans ce retour d'expérience, Callimedia et UGC lèvent le rideau sur les coulisses d’une aventure ambi ...",Adrien SAOUT | Pierre FABBRI | Yasmina JOUNI,Responsable Formation | Account Executive / Chargé d’Affaires | Account Executive,UGC | Callimedia | Callimedia,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/global-sentiment-survey-2026-what-future-does-ld-have-in-an-ai-world
conference,2026-01-29,16:00,16:25,16:00 – 16:25,Salle de conférences Berlin,Étude de cas,25 min,IA & transformation du savoir : quand la technologie amplifie l’expertise humaine chez Lefebvre Dalloz Compétences,"Comment faire évoluer un patrimoine éditorial d’une exceptionnelle richesse pour le rendre plus vivant, plus accessible et directement utile à l’apprentissage ? C’est le défi relevé collectivement par ...",Gjergj DEMIRAJ | Guillaume LETZGUS,PDG | DG,Gutenberg Technology | Lefebvre dalloz Compétences,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/ia-transformation-du-savoir-quand-la-technologie-amplifie-lexpertise-humaine-chez-lefebvre-dalloz-comp%C3%A9tences
conference,2026-01-29,16:00,16:25,16:00 – 16:25,Salle de conférences Paris,Étude de cas,25 min,Étude de cas à la Faculté des Lettres de Sorbonne Université : L'évolution des usages de l'IA générative en enseignement supérieur depuis 2023,"Contexte Le SIPR (Service Informatique pour la Pédagogie et la Recherche), cellule d’accompagnement des communautés enseignantes et étudiantes de la Faculté des Lettres de Sorbonne Université, a initi ...",Aryan RAHIMIAN | Aristide DOUCET | Wiem CHAKROUN,Ingénieur pédagogique à l'Université Paris-Est Créteil (UPEC) | Ingénieur Pour l'Enseignement Numérique | Ingénieur Pour l'Enseignement Numérique,Enseignant à la Faculté des Lettres de Sorbonne Université | Faculté des Lettres Sorbonne Université | Faculté des Lettres Sorbonne Université,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/%C3%A9tude-de-cas-%C3%A0-la-facult%C3%A9-des-lettres-de-sorbonne-universit%C3%A9-l%C3%A9volution-des-usages-de-lia-g%C3%A9n%C3%A9rative-en-enseignement-sup%C3%A9rieur-depuis-2023
conference,2026-01-29,16:00,16:25,16:00 – 16:25,Salle de conférences Las Vegas,Keynote,25 min,L’Éducation à l’Ère de l’IA : Quoi ? Pourquoi? Et comment enseigner et apprendre?,"Pourquoi apprendre à l’ère des machines intelligentes ?Que devons-nous - et que devrons-nous - enseigner, pourquoi et comment ? L’émergence des solutions d’intelligence artificielle dans nos sociétés ...",Delphine LE SERRE,Présidente,Fondation Canadienne EdHu2050,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/l%C3%A9ducation-%C3%A0-l%C3%A8re-de-lia-quoi-pourquoi-et-comment-enseigner-et-apprendre
conference,2026-01-29,16:00,16:25,16:00 – 16:25,Salle de conférences Londres,Étude de cas,25 min,Accélérer la performance des talents par l’organisation apprenante : le cas Edenred,"Dans un environnement en transformation permanente, Edenred fait de l’organisation apprenante un levier stratégique pour accélérer la performance de ses talents. En plaçant le développement continu au ...",Elizabeth VILLA,Global Head of Learning and Development,Edenred,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/acc%C3%A9l%C3%A9rer-la-performance-des-talents-par-lorganisation-apprenante-le-cas-edenred
conference,2026-01-29,16:30,16:55,16:30 – 16:55,Salle de conférences Londres,Atelier,25 min,Créer le cadre relationnel collectif de l'apprenance !,Venez faire l'expérience de la puissance d'un cadre relationnel d'apprentissage collectif co-construit. Niveau découverte pour tous public - Vous trouverez dans cet atelier des méthodes pratiques pour ...,Marie-Pierre DEQUIER,Présidente,France Apprenante,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/d%C3%A9ploiement-massive-et-global-de-lintelligence-artificielle-pour-former-les-formateurs-et-les-collaborateurs-pour-devenir-une-organisation-apprenante
conference,2026-01-29,16:30,16:55,16:30 – 16:55,Salle de conférences Berlin,Étude de cas,25 min,"Créer des formations innovantes intégrant des chatbots pédagogiques IA chez RNSPF, (Réseau numérique du ministère des Sports)","Découvrez un projet collaboratif innovant entre Baber Learning, agence e-learning, et le RNSPF, réseau numérique du Ministère des Sports : la co-création d'une formation certifiante Certifopac sur l'I ...",Hubert DE L'ESCAILLE | Nicolas FLIRDEN,Directeur Associé | Responsable du Réseau Numérique du Service Public de Formation RNSPF,Baber Learning | CREPS – Bourgogne-Franche-Comté,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/cr%C3%A9er-des-formations-innovantes-int%C3%A9grant-des-chatbots-p%C3%A9dagogiques-ia-chez-rnspf-r%C3%A9seau-num%C3%A9rique-du-minist%C3%A8re-des-sports
conference,2026-01-29,16:30,16:55,16:30 – 16:55,Salle de conférences Paris,Keynote,25 min,Former à l’IA éthique: résultats de recherche et avenir des formateurs,"Former les collaborateurs à appréhender les enjeux d’IA éthique et responsable représente un défi particulier. Tout d’abord, ces sujets évoluent rapidement, et surtout il s’agit souvent d’apprendre à ...",Hubert ETIENNE,Président Directeur Général,Quintessence AI,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/former-%C3%A0-lia-%C3%A9thique-r%C3%A9sultats-de-recherche-et-avenir-des-formateurs
conference,2026-01-29,16:30,16:55,16:30 – 16:55,Salle de conférences Las Vegas,Étude de cas,25 min,L'intelligence artificielle dans l'éducation : renforcer la connexion humaine à l'ère numérique,"Le résultat des recherches menées auprès de plus de 600 enseignants présente un constat évident : l’adoption réussie de l’IA ne dépend pas uniquement de la technologie, mais surtout de son impact sur ...",Tarek EL MOURAD,Directeur,Al Jubail Island Education Investment Holding,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/lintelligence-artificielle-dans-l%C3%A9ducation-renforcer-la-connexion-humaine-%C3%A0-l%C3%A8re-num%C3%A9rique
conference,2026-01-29,17:00,17:25,17:00 – 17:25,Salle de conférences Berlin,Keynote,25 min,Les Chiffres Clés du digital learning : Résultats de l’enquête 2026 de l’ISTF en avant-première,"C’est la 12ème édition de l’enquête annuelle sur les Chiffres Clés du digital learning menée par l’ISTF, la référence pour la montée en compétence des acteurs de la formation. Au fil des ans, ce barom ...",Mathilde ISTIN,Directrice,ISTF,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/les-chiffres-cl%C3%A9s-du-digital-learning-r%C3%A9sultats-de-lenqu%C3%AAte-2026-de-listf-en-avant-premi%C3%A8re
conference,2026-01-29,17:00,17:25,17:00 – 17:25,Salle de conférences Las Vegas,Table ronde,25 min,Comment cohabitent l’IA et l'humain en formation ?,"Les usages de l’IA en formation se déclinent désormais sous des formes multiples : analyse et modélisation fine des profils d’apprentissage, adaptation dynamique des contenus pédagogiques, ou encore p ...",Christophe COUPEAUX | Delphine LE SERRE | Patrick THILL,Digital Learning Manager | Présidente | Co-founder,Groupe Samsic | Fondation Canadienne EdHu2050 | Generous.co,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/comment-cohabitent-lia-et-lhumain-en-formation-
conference,2026-01-29,17:00,17:25,17:00 – 17:25,Salle de conférences Paris,Keynote,25 min,"Sciences Cognitives et L’IA, la recette pour améliorer la formation et remettre l’humain au centre","Beaucoup de débats agitent aujourd’hui le secteur de la formation : l’IA va-t-elle prendre la place des humains ? Mais au fond, ce débat presque pseudo-philosophique passe à côté de l’essentiel. Ce qu ...",Son LY,CEO et Co-Fondateur,Didask,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/sciences-cognitives-et-lia-la-recette-pour-am%C3%A9liorer-la-formation-et-remettre-lhumain-au-centre
conference,2026-01-29,17:30,17:55,17:30 – 17:55,Salle de conférences Paris,Table ronde,25 min,La Dette Cognitive à cause de l’intelligence artificielle est-elle réelle ?,,Lucie DHORNE | Son LY | Hoss ZAOUALI | Amélie RAOUL,"Autrice, conférencière, formatrice & consultante | CEO et Co-Fondateur | CEO ConnectED-Labs | Conférencière",Creativ’ip | Didask | Conférencier à l’Université Stanford | Chercheuse en IA,https://www.learningtechnologiesfrance.com/learning-technologies-paris-2026-conference-agenda/la-dette-cognitive-gr-ce-%C3%A0-lintelligence-artificielle-est-r%C3%A9el
